humidite_sol,temperature_air,humidite_air,pluie_prevue_mm,type_sol,type_culture,besoin_arrosage,quantite_eau_litres_m2
68.3,32.6,77.6,11.3,Limoneux,Maraîchage,0,0.0
16.4,26.5,44.7,0.5,Argileux,Maraîchage,1,13.08
40.5,17.8,51.6,1.9,Argileux,Arboriculture,1,8.39
67.5,21.8,36.8,0.9,Limoneux,Céréales,0,0.0
35.8,24.5,70.0,4.8,Argileux,Arboriculture,0,0.0
32.4,27.8,70.2,6.5,Argileux,Arboriculture,1,8.06
70.6,22.7,68.3,1.3,Argileux,Arboriculture,0,0.0
38.3,19.4,64.7,1.5,Limoneux,Maraîchage,0,0.0
69.3,17.7,56.3,0.7,Sableux,Maraîchage,0,0.0
54.4,14.4,45.6,2.3,Argileux,Céréales,0,0.0
37.5,24.4,40.3,2.3,Sableux,Céréales,1,4.07
55.6,15.7,78.2,1.3,Limoneux,Arboriculture,1,8.0
52.0,19.0,68.8,5.0,Sableux,Maraîchage,0,0.0
67.5,23.2,42.5,2.9,Argileux,Céréales,0,0.0
32.9,16.6,55.7,3.0,Limoneux,Maraîchage,1,6.0
45.9,28.7,49.6,1.0,Sableux,Maraîchage,1,6.0
43.6,31.2,34.7,6.5,Sableux,Maraîchage,0,0.0
60.5,22.2,58.2,10.7,Limoneux,Maraîchage,0,0.0
22.4,22.9,47.5,2.3,Limoneux,Céréales,1,6.07
67.4,29.8,37.9,3.2,Argileux,Céréales,0,0.0
55.3,21.0,28.4,0.7,Sableux,Céréales,0,0.0
16.0,20.5,26.9,4.8,Argileux,Céréales,1,7.2
71.6,34.4,48.3,2.7,Limoneux,Arboriculture,0,0.0
94.2,32.2,53.5,1.5,Argileux,Arboriculture,0,0.0
67.0,30.2,39.2,2.8,Sableux,Céréales,1,4.0
76.4,32.5,66.7,2.8,Sableux,Céréales,0,0.0
46.9,12.2,53.8,0.2,Sableux,Arboriculture,0,0.0
8.4,35.5,65.4,7.9,Limoneux,Arboriculture,1,13.11
4.4,28.7,51.7,2.4,Argileux,Maraîchage,1,14.07
50.6,33.1,40.8,2.1,Sableux,Arboriculture,0,0.0
32.0,28.7,57.1,0.8,Limoneux,Maraîchage,1,8.86
24.9,26.3,32.3,2.5,Sableux,Céréales,1,5.98
43.6,24.1,64.7,0.6,Argileux,Céréales,1,4.59
58.5,28.6,38.1,1.6,Argileux,Céréales,0,0.0
13.0,23.8,71.5,3.0,Argileux,Maraîchage,1,10.22
35.1,32.1,48.9,6.0,Argileux,Arboriculture,0,0.0
78.2,14.9,74.1,0.1,Limoneux,Maraîchage,0,0.0
21.3,22.2,34.8,1.2,Argileux,Maraîchage,1,11.69
64.1,40.3,42.8,0.6,Sableux,Arboriculture,1,8.0
34.3,21.6,61.9,9.1,Argileux,Arboriculture,0,0.0
57.0,24.3,76.1,0.9,Argileux,Maraîchage,0,0.0
69.1,19.8,85.0,1.2,Argileux,Arboriculture,0,0.0
61.3,28.4,55.7,2.4,Limoneux,Arboriculture,0,0.0
65.0,20.8,88.1,0.6,Argileux,Maraîchage,0,0.0
19.7,24.7,49.8,1.9,Limoneux,Céréales,0,0.0
69.5,31.9,74.8,13.0,Sableux,Céréales,0,0.0
26.2,21.1,38.0,0.4,Argileux,Maraîchage,0,0.0
50.7,31.5,62.6,0.1,Sableux,Maraîchage,1,6.0
50.7,31.8,12.8,0.3,Sableux,Maraîchage,0,0.0
55.7,33.4,34.8,2.7,Limoneux,Maraîchage,1,6.21
52.4,27.0,63.4,6.4,Sableux,Céréales,0,0.0
26.4,45.0,31.4,1.8,Argileux,Céréales,1,10.1
15.3,33.4,62.7,2.3,Limoneux,Maraîchage,1,11.37
64.2,28.3,71.3,1.2,Sableux,Maraîchage,0,0.0
49.1,19.9,46.0,1.8,Argileux,Maraîchage,1,6.0
70.3,25.3,37.6,6.1,Limoneux,Arboriculture,0,0.0
44.0,36.0,46.5,2.6,Sableux,Maraîchage,0,0.0
14.1,38.0,37.6,8.9,Argileux,Arboriculture,1,15.61
66.3,36.3,53.2,4.3,Limoneux,Céréales,0,0.0
36.9,31.5,56.8,4.1,Sableux,Arboriculture,1,8.0
52.5,17.2,49.5,3.9,Argileux,Céréales,0,0.0
30.8,29.4,85.1,4.1,Limoneux,Maraîchage,0,0.0
81.2,17.3,42.1,5.3,Argileux,Céréales,0,0.0
25.7,15.6,80.0,1.0,Argileux,Maraîchage,0,0.0
37.6,27.7,36.3,1.3,Limoneux,Maraîchage,0,0.0
47.4,29.7,56.3,4.3,Argileux,Maraîchage,0,0.0
21.0,32.3,76.3,7.4,Sableux,Maraîchage,1,6.0
52.3,29.5,75.4,1.6,Sableux,Maraîchage,1,6.0
80.5,29.7,47.4,1.0,Limoneux,Maraîchage,1,6.0
34.2,19.1,65.0,0.4,Argileux,Arboriculture,1,10.09
53.7,25.3,62.6,0.3,Limoneux,Céréales,0,0.0
2.0,15.5,45.3,2.6,Limoneux,Céréales,1,7.31
44.1,12.0,66.1,0.8,Argileux,Arboriculture,0,0.0
38.1,31.2,88.5,7.2,Argileux,Maraîchage,0,0.0
27.0,20.7,63.5,0.5,Argileux,Céréales,1,6.07
68.8,32.1,65.2,1.8,Sableux,Arboriculture,0,0.0
37.8,33.8,67.1,4.0,Argileux,Céréales,0,0.0
41.1,21.7,28.7,1.2,Limoneux,Céréales,1,4.97
36.7,30.1,63.3,1.5,Limoneux,Maraîchage,1,7.61
2.8,21.4,36.7,11.9,Limoneux,Maraîchage,0,0.0
20.1,13.1,44.4,0.4,Sableux,Maraîchage,1,7.56
66.1,26.9,93.9,2.6,Sableux,Maraîchage,0,0.0
2.0,22.7,50.4,1.3,Limoneux,Arboriculture,1,17.04
28.1,22.9,41.7,0.6,Argileux,Céréales,1,7.07
36.2,39.8,75.7,8.3,Argileux,Céréales,0,0.0
83.4,15.3,37.9,3.0,Sableux,Arboriculture,0,0.0
61.9,28.7,46.9,0.8,Argileux,Maraîchage,1,6.0
32.7,19.0,77.5,2.0,Sableux,Maraîchage,0,0.0
73.7,32.4,55.8,4.2,Argileux,Céréales,0,0.0
28.7,28.1,26.9,1.6,Limoneux,Arboriculture,1,14.23
67.2,28.7,64.8,1.5,Limoneux,Céréales,0,0.0
15.1,19.4,47.9,2.3,Argileux,Arboriculture,1,14.37
68.6,20.6,82.7,0.9,Limoneux,Maraîchage,0,0.0
36.1,32.5,44.1,0.1,Argileux,Arboriculture,1,15.05
22.4,38.4,73.9,7.3,Limoneux,Maraîchage,0,0.0
40.2,29.4,87.0,0.2,Argileux,Maraîchage,1,7.36
51.1,19.7,39.7,2.7,Limoneux,Céréales,0,0.0
34.1,28.4,51.5,0.4,Sableux,Maraîchage,1,7.8
57.2,43.0,62.0,0.3,Argileux,Arboriculture,0,0.0
32.2,26.7,39.6,2.1,Limoneux,Arboriculture,1,11.76
58.6,36.2,59.9,0.7,Limoneux,Céréales,1,4.0
54.7,20.8,51.0,5.5,Sableux,Maraîchage,0,0.0
43.7,25.7,50.6,0.8,Sableux,Maraîchage,0,0.0
35.3,30.3,55.9,6.2,Limoneux,Céréales,1,4.0
48.3,28.8,56.3,5.4,Sableux,Céréales,0,0.0
57.1,20.6,57.9,8.9,Argileux,Arboriculture,0,0.0
90.4,20.3,44.2,2.8,Argileux,Céréales,0,0.0
65.7,32.9,45.0,7.2,Argileux,Maraîchage,0,0.0
66.5,34.3,52.9,0.6,Argileux,Maraîchage,1,6.0
100.0,36.6,54.2,5.4,Limoneux,Arboriculture,0,0.0
56.4,38.6,47.1,1.0,Sableux,Maraîchage,0,0.0
55.7,26.9,60.8,6.1,Limoneux,Arboriculture,0,0.0
60.5,23.8,22.3,3.6,Limoneux,Maraîchage,0,0.0
22.8,35.5,41.9,2.4,Argileux,Arboriculture,1,17.27
35.2,31.0,50.0,3.1,Sableux,Arboriculture,0,0.0
33.9,19.1,39.6,2.9,Limoneux,Céréales,1,4.42
59.2,18.8,84.3,0.8,Limoneux,Maraîchage,0,0.0
41.2,29.4,55.3,2.9,Sableux,Arboriculture,0,0.0
48.0,24.8,58.2,8.9,Sableux,Maraîchage,0,0.0
68.9,25.8,46.3,2.7,Limoneux,Céréales,0,0.0
64.0,33.5,54.7,0.4,Sableux,Arboriculture,0,0.0
41.4,31.3,33.1,5.7,Sableux,Arboriculture,0,0.0
30.3,35.3,51.9,0.9,Limoneux,Maraîchage,1,10.69
70.0,12.5,38.1,3.8,Sableux,Arboriculture,0,0.0
62.0,27.8,50.0,0.2,Limoneux,Maraîchage,0,0.0
9.7,30.9,10.0,1.1,Sableux,Arboriculture,1,19.2
38.1,15.3,34.7,0.1,Sableux,Céréales,0,0.0
48.6,21.4,81.4,2.5,Limoneux,Maraîchage,0,0.0
62.1,20.1,69.9,2.1,Argileux,Céréales,0,0.0
65.0,26.2,78.7,2.2,Limoneux,Maraîchage,0,0.0
51.2,37.4,80.0,4.9,Argileux,Arboriculture,0,0.0
57.9,40.2,67.1,1.4,Limoneux,Maraîchage,1,6.0
46.4,20.3,46.8,1.0,Limoneux,Maraîchage,0,0.0
30.2,29.7,36.3,0.1,Limoneux,Céréales,1,7.29
39.3,29.9,75.6,2.3,Argileux,Arboriculture,1,9.55
45.4,28.7,56.2,4.5,Argileux,Céréales,0,0.0
44.2,28.8,99.9,7.0,Argileux,Céréales,0,0.0
3.5,28.1,48.4,0.3,Argileux,Céréales,1,10.28
36.3,37.8,90.5,0.4,Limoneux,Arboriculture,0,0.0
46.2,33.7,52.2,0.8,Limoneux,Céréales,0,0.0
38.8,18.6,79.0,6.6,Argileux,Arboriculture,1,8.0
39.6,31.6,85.5,1.4,Sableux,Arboriculture,0,0.0
55.7,32.2,36.6,3.0,Limoneux,Arboriculture,1,8.0
21.3,28.2,46.3,0.8,Argileux,Arboriculture,1,16.48
9.2,33.9,36.4,3.2,Limoneux,Arboriculture,1,18.12
37.3,27.3,32.9,0.0,Sableux,Maraîchage,0,0.0
61.8,27.4,67.0,2.3,Limoneux,Arboriculture,1,8.0
82.1,26.8,51.5,0.4,Sableux,Arboriculture,0,0.0
62.2,11.9,55.9,8.4,Argileux,Maraîchage,0,0.0
12.7,25.4,65.0,0.8,Argileux,Arboriculture,1,16.19
39.9,21.3,21.6,0.3,Sableux,Maraîchage,1,7.3
50.6,17.7,78.2,5.7,Limoneux,Céréales,0,0.0
48.9,36.0,48.7,0.3,Argileux,Arboriculture,0,0.0
56.9,29.5,64.6,1.2,Argileux,Maraîchage,0,0.0
24.8,25.8,66.2,8.4,Sableux,Céréales,0,0.0
46.4,22.0,79.7,1.8,Limoneux,Arboriculture,1,8.0
54.2,28.1,53.1,4.8,Limoneux,Céréales,0,0.0
63.2,32.9,16.8,0.3,Limoneux,Arboriculture,0,0.0
27.3,20.2,56.0,1.0,Sableux,Maraîchage,1,6.72
37.4,26.0,58.6,5.4,Sableux,Arboriculture,0,0.0
2.0,32.1,36.4,0.5,Argileux,Arboriculture,1,22.75
31.3,12.4,57.7,0.6,Sableux,Arboriculture,0,0.0
33.5,25.6,48.5,0.5,Sableux,Maraîchage,1,7.48
22.6,23.0,30.8,15.5,Sableux,Arboriculture,0,0.0
48.6,25.1,67.1,2.9,Sableux,Céréales,0,0.0
43.8,22.5,44.9,0.7,Sableux,Céréales,0,0.0
2.0,27.0,47.7,3.9,Limoneux,Céréales,1,8.26
49.7,39.5,46.7,1.4,Argileux,Céréales,1,6.34
24.6,23.7,77.2,0.3,Sableux,Céréales,0,0.0
55.7,28.0,54.3,6.0,Sableux,Céréales,0,0.0
16.8,40.0,56.4,4.5,Sableux,Maraîchage,1,10.44
45.7,22.1,47.1,4.3,Limoneux,Arboriculture,0,0.0
38.8,38.7,63.3,0.7,Sableux,Maraîchage,1,8.18
51.7,26.0,79.3,3.8,Argileux,Maraîchage,0,0.0
47.7,38.5,66.7,1.4,Limoneux,Céréales,0,0.0
39.4,31.3,67.4,2.4,Argileux,Céréales,0,0.0
11.2,28.1,65.9,7.7,Limoneux,Céréales,1,5.33
12.5,25.5,30.2,6.2,Limoneux,Arboriculture,0,0.0
32.2,21.6,39.2,2.3,Argileux,Maraîchage,0,0.0
44.8,26.5,51.3,1.7,Limoneux,Maraîchage,1,6.17
31.6,32.3,41.9,3.3,Argileux,Céréales,1,6.94
58.8,25.9,35.8,5.0,Argileux,Arboriculture,0,0.0
38.9,23.8,21.3,3.8,Limoneux,Céréales,0,0.0
23.8,24.2,30.8,1.5,Argileux,Céréales,1,7.84
38.9,32.9,50.4,0.2,Sableux,Céréales,1,5.35
50.0,34.6,53.8,1.9,Argileux,Arboriculture,1,10.46
52.1,21.3,40.7,0.1,Argileux,Céréales,1,4.44
86.3,21.3,56.4,0.4,Argileux,Arboriculture,0,0.0
30.3,28.7,47.2,4.0,Sableux,Arboriculture,1,9.11
43.4,36.7,74.6,2.3,Argileux,Maraîchage,1,7.91
54.4,34.0,52.1,2.3,Limoneux,Maraîchage,0,0.0
44.5,17.2,67.5,2.2,Sableux,Arboriculture,0,0.0
34.0,24.2,58.7,2.5,Sableux,Maraîchage,1,6.0
10.9,19.5,29.8,3.5,Limoneux,Céréales,1,7.18
33.8,24.1,53.4,5.1,Sableux,Maraîchage,1,6.0
21.4,37.2,32.8,5.5,Sableux,Céréales,1,6.7
7.0,16.0,53.1,1.3,Limoneux,Maraîchage,1,10.47
27.5,14.7,41.6,0.9,Limoneux,Céréales,1,5.16
22.0,20.2,61.9,6.9,Sableux,Arboriculture,0,0.0
57.8,28.0,30.8,0.7,Argileux,Arboriculture,1,9.7
58.2,30.3,55.3,11.7,Argileux,Arboriculture,0,0.0
25.1,29.1,65.3,7.3,Limoneux,Maraîchage,1,6.13
39.3,34.2,71.3,1.4,Argileux,Céréales,1,5.83
4.1,13.7,41.2,4.6,Limoneux,Maraîchage,1,9.48
34.1,34.3,55.3,7.9,Sableux,Arboriculture,0,0.0
53.8,23.8,58.3,0.2,Sableux,Arboriculture,1,8.0
63.1,31.1,82.8,2.9,Argileux,Maraîchage,0,0.0
29.3,16.7,28.3,4.9,Argileux,Céréales,0,0.0
68.1,26.0,38.6,5.0,Argileux,Céréales,0,0.0
11.7,27.7,100.0,0.3,Sableux,Céréales,1,5.67
17.6,34.1,50.1,3.0,Sableux,Céréales,1,6.9
60.6,14.9,21.0,0.4,Sableux,Maraîchage,0,0.0
81.8,26.2,44.5,3.9,Sableux,Céréales,0,0.0
55.9,18.4,10.0,0.3,Sableux,Céréales,1,4.0
44.1,29.5,59.3,1.9,Limoneux,Arboriculture,1,8.42
2.0,31.4,69.6,1.8,Sableux,Arboriculture,1,15.81
2.0,35.0,38.6,1.1,Argileux,Arboriculture,1,22.94
47.8,22.3,46.5,1.2,Limoneux,Maraîchage,1,6.0
37.1,32.5,71.6,0.5,Sableux,Arboriculture,0,0.0
20.7,35.5,23.5,1.2,Limoneux,Céréales,1,9.24
46.4,14.5,31.2,5.7,Argileux,Céréales,0,0.0
47.5,30.3,50.9,14.1,Sableux,Arboriculture,0,0.0
65.8,32.7,41.5,0.7,Sableux,Arboriculture,1,8.0
48.0,24.2,49.7,17.6,Sableux,Maraîchage,0,0.0
72.0,17.5,32.3,11.0,Argileux,Céréales,0,0.0
45.2,32.6,58.9,3.7,Sableux,Arboriculture,0,0.0
42.5,17.6,52.3,4.0,Limoneux,Céréales,1,4.0
68.4,24.8,64.9,0.1,Limoneux,Maraîchage,0,0.0
23.5,25.7,58.6,2.4,Argileux,Céréales,1,6.63
100.0,31.0,58.7,1.9,Sableux,Arboriculture,0,0.0
53.3,21.6,29.0,1.1,Argileux,Maraîchage,0,0.0
53.4,21.2,63.9,8.0,Argileux,Arboriculture,0,0.0
56.6,26.7,49.0,3.0,Limoneux,Arboriculture,0,0.0
86.3,33.0,52.0,13.7,Sableux,Arboriculture,0,0.0
62.4,42.0,73.9,0.4,Argileux,Maraîchage,0,0.0
9.7,15.4,42.1,3.2,Sableux,Maraîchage,1,8.38
75.9,28.2,79.3,1.3,Limoneux,Céréales,0,0.0
37.5,18.4,81.0,5.7,Limoneux,Céréales,0,0.0
47.4,33.1,68.6,0.8,Sableux,Céréales,0,0.0
16.9,19.4,37.3,6.5,Limoneux,Arboriculture,1,10.31
56.6,21.3,15.6,7.0,Sableux,Arboriculture,0,0.0
30.7,21.9,74.4,5.0,Sableux,Maraîchage,0,0.0
47.2,25.5,57.0,5.1,Sableux,Arboriculture,0,0.0
38.7,28.3,41.6,1.1,Sableux,Maraîchage,0,0.0
87.4,29.4,76.1,2.0,Limoneux,Céréales,0,0.0
88.6,26.0,39.5,1.1,Argileux,Maraîchage,0,0.0
46.0,16.7,47.4,2.5,Sableux,Céréales,0,0.0
46.4,31.1,64.4,1.8,Sableux,Arboriculture,1,8.0
36.8,25.6,35.0,1.7,Sableux,Céréales,1,4.73
69.3,34.1,53.0,0.4,Limoneux,Arboriculture,0,0.0
37.8,21.0,74.6,9.9,Sableux,Maraîchage,0,0.0
35.7,14.8,58.8,0.3,Limoneux,Céréales,1,4.0
66.5,25.8,77.5,0.2,Sableux,Céréales,0,0.0
33.2,35.1,75.4,0.0,Sableux,Arboriculture,0,0.0
44.2,27.1,55.1,3.1,Limoneux,Arboriculture,0,0.0
10.2,24.6,12.9,11.6,Limoneux,Céréales,1,5.75
60.5,19.9,35.1,0.4,Limoneux,Maraîchage,0,0.0
87.7,38.3,68.7,0.3,Argileux,Céréales,0,0.0
60.9,18.8,27.1,2.2,Limoneux,Maraîchage,0,0.0
77.2,20.9,49.1,2.5,Argileux,Céréales,0,0.0
26.4,30.0,61.1,10.9,Limoneux,Maraîchage,1,6.0
50.2,13.0,81.5,0.2,Sableux,Céréales,0,0.0
24.3,34.9,44.6,4.3,Sableux,Maraîchage,0,0.0
40.0,30.4,43.4,1.5,Sableux,Maraîchage,0,0.0
62.0,32.3,54.1,1.6,Limoneux,Maraîchage,0,0.0
47.2,29.9,61.3,5.9,Sableux,Arboriculture,0,0.0
13.9,24.9,52.2,1.0,Argileux,Arboriculture,1,16.6
16.1,18.6,73.9,3.1,Limoneux,Arboriculture,1,9.69
14.6,25.0,40.6,0.1,Argileux,Maraîchage,1,13.54
55.8,19.2,57.2,0.2,Argileux,Céréales,1,4.0
90.4,29.4,63.0,5.1,Limoneux,Arboriculture,0,0.0
75.0,31.6,47.8,0.6,Sableux,Céréales,0,0.0
3.3,36.3,70.1,3.9,Argileux,Maraîchage,1,13.88
76.3,28.6,57.7,1.0,Sableux,Maraîchage,0,0.0
65.6,32.5,69.2,8.1,Sableux,Maraîchage,0,0.0
11.0,23.9,58.5,3.8,Argileux,Arboriculture,1,14.55
38.3,22.7,61.8,2.7,Limoneux,Maraîchage,0,0.0
69.1,29.3,43.6,4.1,Sableux,Arboriculture,0,0.0
57.1,23.3,43.6,12.3,Limoneux,Arboriculture,0,0.0
16.2,27.9,77.0,1.4,Limoneux,Arboriculture,1,13.07
58.4,18.6,66.4,5.9,Argileux,Arboriculture,0,0.0
2.0,19.8,36.6,2.8,Argileux,Maraîchage,1,13.44
40.1,30.4,58.3,0.0,Sableux,Arboriculture,1,9.33
70.0,32.2,12.3,3.7,Sableux,Maraîchage,0,0.0
45.4,19.1,44.7,1.4,Limoneux,Maraîchage,0,0.0
34.0,30.7,72.3,0.2,Sableux,Maraîchage,1,7.09
64.6,22.3,52.7,0.5,Sableux,Maraîchage,0,0.0
66.4,26.1,57.1,0.1,Sableux,Maraîchage,0,0.0
73.8,35.9,10.0,7.4,Sableux,Maraîchage,0,0.0
64.2,31.7,47.9,1.0,Argileux,Maraîchage,0,0.0
68.8,31.6,61.1,6.9,Sableux,Céréales,1,4.0
61.1,39.4,63.4,4.0,Sableux,Maraîchage,0,0.0
50.8,21.1,72.3,0.3,Argileux,Maraîchage,0,0.0
47.0,19.1,51.2,1.2,Sableux,Arboriculture,0,0.0
39.8,20.9,52.0,1.9,Argileux,Maraîchage,1,6.99
18.3,24.2,31.0,1.7,Sableux,Maraîchage,1,10.11
24.0,9.5,51.3,1.9,Sableux,Maraîchage,1,6.0
38.8,24.5,32.3,2.9,Sableux,Maraîchage,1,6.09
50.3,22.2,21.7,8.6,Argileux,Céréales,0,0.0
76.7,31.5,35.5,1.1,Limoneux,Arboriculture,1,8.0
44.1,28.5,82.2,0.9,Limoneux,Arboriculture,0,0.0
67.1,21.8,50.1,0.1,Sableux,Céréales,1,4.0
68.7,30.1,59.0,2.1,Sableux,Maraîchage,0,0.0
39.9,31.1,45.8,3.1,Limoneux,Arboriculture,1,9.99
58.1,20.6,22.8,1.1,Sableux,Maraîchage,0,0.0
39.6,22.5,71.9,0.4,Limoneux,Céréales,1,4.0
74.1,10.4,15.9,2.1,Argileux,Céréales,0,0.0
59.0,18.4,45.0,1.1,Argileux,Arboriculture,1,8.0
18.8,20.8,54.0,2.5,Limoneux,Maraîchage,1,8.77
48.6,26.5,59.1,9.1,Sableux,Céréales,1,4.0
81.3,19.4,41.9,7.1,Sableux,Céréales,0,0.0
41.0,22.4,21.9,3.9,Argileux,Céréales,1,5.19
54.8,17.4,40.6,3.9,Limoneux,Arboriculture,1,8.0
57.0,27.2,41.5,7.5,Limoneux,Arboriculture,1,8.0
22.2,29.0,41.1,0.9,Limoneux,Céréales,1,7.62
56.2,28.8,72.5,3.8,Sableux,Céréales,0,0.0
14.3,26.1,33.2,5.0,Argileux,Arboriculture,1,15.58
31.2,15.2,60.4,2.5,Argileux,Céréales,1,4.3
68.7,21.7,57.8,0.1,Argileux,Maraîchage,0,0.0
52.8,23.1,72.3,1.5,Argileux,Céréales,0,0.0
38.3,23.2,52.6,7.0,Sableux,Maraîchage,0,0.0
54.8,26.5,69.2,5.7,Sableux,Maraîchage,0,0.0
43.7,36.0,51.9,3.5,Sableux,Céréales,0,0.0
45.3,31.7,62.8,0.3,Argileux,Arboriculture,1,11.14
59.5,19.1,27.9,2.3,Limoneux,Arboriculture,0,0.0
29.0,30.7,10.0,2.2,Limoneux,Maraîchage,1,11.82
45.9,30.5,61.8,0.1,Argileux,Céréales,0,0.0
38.1,20.4,62.8,1.2,Limoneux,Maraîchage,0,0.0
10.1,31.9,63.6,2.5,Argileux,Arboriculture,1,17.32
24.7,24.9,45.6,3.1,Argileux,Maraîchage,1,9.99
79.5,16.1,81.8,4.2,Sableux,Arboriculture,0,0.0
53.5,29.2,46.7,0.8,Limoneux,Arboriculture,1,8.06
15.9,27.5,62.6,3.2,Argileux,Arboriculture,1,14.5
11.1,24.4,65.7,1.4,Argileux,Maraîchage,1,11.83
42.5,25.7,85.9,0.3,Sableux,Arboriculture,0,0.0
79.3,21.0,49.3,2.0,Sableux,Arboriculture,0,0.0
40.9,30.3,43.2,3.4,Limoneux,Céréales,1,4.78
73.8,25.7,28.0,1.5,Argileux,Arboriculture,1,8.0
52.7,27.2,82.9,3.7,Sableux,Arboriculture,1,8.0
55.4,28.5,62.6,3.0,Limoneux,Maraîchage,0,0.0
15.6,17.9,63.2,1.0,Sableux,Arboriculture,1,10.4
65.6,19.7,100.0,0.2,Sableux,Arboriculture,0,0.0
37.6,10.5,60.9,3.0,Limoneux,Maraîchage,0,0.0
64.0,30.0,31.6,2.8,Limoneux,Maraîchage,0,0.0
27.1,17.5,51.5,0.6,Limoneux,Arboriculture,1,10.54
48.9,26.9,37.5,0.4,Sableux,Maraîchage,0,0.0
52.7,28.6,47.9,1.0,Argileux,Céréales,1,4.68
41.6,30.2,47.8,2.9,Sableux,Arboriculture,1,8.0
53.9,17.6,44.4,0.6,Argileux,Céréales,0,0.0
39.1,25.5,29.9,4.3,Sableux,Arboriculture,0,0.0
30.7,37.7,83.7,4.6,Argileux,Maraîchage,1,8.41
80.3,38.0,60.4,0.7,Limoneux,Maraîchage,0,0.0
68.1,32.9,50.9,0.3,Limoneux,Arboriculture,1,8.0
28.3,28.4,68.6,0.5,Sableux,Céréales,0,0.0
57.5,19.0,63.5,10.9,Argileux,Maraîchage,0,0.0
28.7,31.0,60.0,0.6,Sableux,Maraîchage,0,0.0
18.9,24.9,67.3,0.5,Limoneux,Céréales,1,6.53
67.7,29.9,57.4,0.4,Argileux,Céréales,0,0.0
7.5,21.6,67.1,0.2,Argileux,Maraîchage,1,12.42
65.4,24.8,68.6,0.2,Argileux,Céréales,1,4.0
39.4,27.1,57.9,10.3,Sableux,Céréales,0,0.0
40.3,27.7,51.0,0.0,Argileux,Céréales,1,6.16
54.0,29.5,82.5,2.1,Argileux,Maraîchage,0,0.0
57.8,21.9,46.4,0.3,Sableux,Céréales,0,0.0
26.8,16.6,62.0,2.5,Sableux,Arboriculture,1,8.0
60.8,37.4,62.5,0.5,Argileux,Maraîchage,1,6.85
47.5,43.4,44.0,5.8,Sableux,Maraîchage,0,0.0
17.4,29.1,40.5,7.6,Limoneux,Arboriculture,1,11.68
41.3,16.7,48.6,4.1,Sableux,Céréales,0,0.0
75.4,20.6,46.1,2.8,Sableux,Arboriculture,0,0.0
81.9,29.6,28.8,3.6,Argileux,Céréales,0,0.0
60.8,35.4,43.3,2.3,Sableux,Arboriculture,1,8.0
18.8,17.5,59.8,1.3,Argileux,Céréales,1,6.41
55.8,25.1,77.8,0.3,Argileux,Maraîchage,1,6.0
63.7,27.4,65.0,3.9,Sableux,Arboriculture,0,0.0
61.0,32.1,10.0,3.2,Sableux,Céréales,1,4.0
62.3,23.6,66.5,0.8,Argileux,Maraîchage,0,0.0
53.0,15.1,45.0,2.1,Limoneux,Céréales,0,0.0
43.4,30.3,63.2,0.0,Sableux,Céréales,1,4.08
31.6,33.9,54.7,1.9,Argileux,Maraîchage,1,10.68
3.2,25.4,51.5,1.3,Sableux,Arboriculture,1,15.78
52.5,28.8,53.2,0.2,Sableux,Maraîchage,1,6.0
49.1,22.7,54.6,0.0,Argileux,Maraîchage,1,6.61
57.3,20.1,79.2,1.0,Sableux,Céréales,0,0.0
15.6,33.2,54.6,5.9,Limoneux,Arboriculture,1,13.17
59.2,28.7,74.5,8.7,Argileux,Arboriculture,0,0.0
90.2,29.4,71.9,12.1,Limoneux,Arboriculture,0,0.0
46.7,36.5,67.0,3.9,Limoneux,Maraîchage,0,0.0
43.6,18.6,22.8,3.6,Limoneux,Arboriculture,1,8.0
51.8,22.1,75.1,0.7,Sableux,Arboriculture,0,0.0
89.7,27.1,46.8,0.2,Limoneux,Céréales,0,0.0
22.5,22.0,67.9,5.7,Argileux,Céréales,1,4.73
49.5,31.5,37.5,12.9,Sableux,Maraîchage,0,0.0
27.4,24.7,33.7,1.7,Argileux,Arboriculture,0,0.0
33.0,19.1,90.6,1.5,Limoneux,Arboriculture,0,0.0
43.9,26.5,37.8,1.4,Limoneux,Céréales,0,0.0
74.6,27.2,75.6,0.7,Sableux,Céréales,0,0.0
84.6,32.5,57.1,2.4,Limoneux,Céréales,0,0.0
54.9,28.8,47.4,6.4,Sableux,Maraîchage,0,0.0
36.7,29.2,54.2,1.2,Sableux,Céréales,0,0.0
99.8,28.2,31.6,0.1,Argileux,Arboriculture,0,0.0
35.6,24.7,54.8,3.9,Sableux,Arboriculture,1,8.0
32.4,21.0,35.5,3.9,Limoneux,Arboriculture,1,9.23
6.0,28.0,47.9,7.2,Limoneux,Céréales,1,6.8
75.7,23.7,71.7,9.7,Sableux,Arboriculture,0,0.0
66.3,37.8,59.6,5.6,Sableux,Céréales,0,0.0
98.2,35.4,28.3,1.3,Limoneux,Céréales,0,0.0
14.4,30.4,70.3,1.0,Limoneux,Céréales,1,7.45
77.1,28.6,54.9,0.9,Argileux,Arboriculture,0,0.0
46.5,25.4,45.2,0.5,Argileux,Arboriculture,1,10.46
62.7,17.2,68.4,1.6,Sableux,Maraîchage,0,0.0
8.7,24.5,52.0,5.4,Sableux,Maraîchage,1,8.55
77.3,26.7,34.0,2.3,Sableux,Céréales,0,0.0
